Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
ncan_flwcbd_perc_d02,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d02,,,number,,,,,,,,,,
scan_edithc_mg_d02,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d02,,,number,,,,,,,,,,
scan_edicbd_mg_d02,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d02,,,number,,,,,,,,,,
ncan_edithc_mg_d02,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d02,,,number,,,,,,,,,,
ncan_edicbd_mg_d02,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d02,,,number,,,,,,,,,,
ncan_dab_hits_d02,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d02,,,number,,,,,,,,,,
ncan_dabthc_perc_d02,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d02,,,number,,,,,,,,,,
ncan_dabcbd_perc_d02,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d02,,,number,,,,,,,,,,
ncan_patch_noyes_d02,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d02,,,number,,,,,,,,,,
ncan_other_names_d02,cannabis,,text,Names of other cannabis used - d02,,,,,,,,,,,,,
scan_flw_g_d03,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d003,,,number,,,,,,,,,,
ncan_flw_g_d03,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d03,,,number,,,,,,,,,,
ncan_flwthc_perc_d03,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d03,,,number,,,,,,,,,,
ncan_flwcbd_perc_d03,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d03,,,number,,,,,,,,,,
scan_edithc_mg_d03,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d03,,,number,,,,,,,,,,
scan_edicbd_mg_d03,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d03,,,number,,,,,,,,,,
ncan_edithc_mg_d03,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d03,,,number,,,,,,,,,,
ncan_edicbd_mg_d03,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d03,,,number,,,,,,,,,,
ncan_dab_hits_d03,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d03,,,number,,,,,,,,,,
ncan_dabthc_perc_d03,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d03,,,number,,,,,,,,,,
ncan_dabcbd_perc_d03,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d03,,,number,,,,,,,,,,
ncan_patch_noyes_d03,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d03,,,number,,,,,,,,,,
ncan_other_names_d03,cannabis,,text,Names of other cannabis used - d03,,,,,,,,,,,,,
scan_flw_g_d04,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d004,,,number,,,,,,,,,,
ncan_flw_g_d04,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d04,,,number,,,,,,,,,,
ncan_flwthc_perc_d04,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d04,,,number,,,,,,,,,,
ncan_flwcbd_perc_d04,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d04,,,number,,,,,,,,,,
scan_edithc_mg_d04,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d04,,,number,,,,,,,,,,
scan_edicbd_mg_d04,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d04,,,number,,,,,,,,,,
ncan_edithc_mg_d04,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d04,,,number,,,,,,,,,,
ncan_edicbd_mg_d04,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d04,,,number,,,,,,,,,,
ncan_dab_hits_d04,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d04,,,number,,,,,,,,,,
ncan_dabthc_perc_d04,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d04,,,number,,,,,,,,,,
ncan_dabcbd_perc_d04,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d04,,,number,,,,,,,,,,
ncan_patch_noyes_d04,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d04,,,number,,,,,,,,,,
ncan_other_names_d04,cannabis,,text,Names of other cannabis used - d04,,,,,,,,,,,,,
scan_flw_g_d05,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d005,,,number,,,,,,,,,,
ncan_flw_g_d05,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d05,,,number,,,,,,,,,,
ncan_flwthc_perc_d05,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d05,,,number,,,,,,,,,,
ncan_flwcbd_perc_d05,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d05,,,number,,,,,,,,,,
scan_edithc_mg_d05,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d05,,,number,,,,,,,,,,
scan_edicbd_mg_d05,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d05,,,number,,,,,,,,,,
ncan_edithc_mg_d05,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d05,,,number,,,,,,,,,,
ncan_edicbd_mg_d05,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d05,,,number,,,,,,,,,,
ncan_dab_hits_d05,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d05,,,number,,,,,,,,,,
ncan_dabthc_perc_d05,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d05,,,number,,,,,,,,,,
ncan_dabcbd_perc_d05,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d05,,,number,,,,,,,,,,
ncan_patch_noyes_d05,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d05,,,number,,,,,,,,,,
ncan_other_names_d05,cannabis,,text,Names of other cannabis used - d05,,,,,,,,,,,,,
scan_flw_g_d06,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d006,,,number,,,,,,,,,,
ncan_flw_g_d06,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d06,,,number,,,,,,,,,,
ncan_flwthc_perc_d06,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d06,,,number,,,,,,,,,,
ncan_flwcbd_perc_d06,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d06,,,number,,,,,,,,,,
scan_edithc_mg_d06,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d06,,,number,,,,,,,,,,
scan_edicbd_mg_d06,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d06,,,number,,,,,,,,,,
ncan_edithc_mg_d06,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d06,,,number,,,,,,,,,,
ncan_edicbd_mg_d06,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d06,,,number,,,,,,,,,,
ncan_dab_hits_d06,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d06,,,number,,,,,,,,,,
ncan_dabthc_perc_d06,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d06,,,number,,,,,,,,,,
ncan_dabcbd_perc_d06,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d06,,,number,,,,,,,,,,
ncan_patch_noyes_d06,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d06,,,number,,,,,,,,,,
ncan_other_names_d06,cannabis,,text,Names of other cannabis used - d06,,,,,,,,,,,,,
scan_flw_g_d07,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d007,,,number,,,,,,,,,,
ncan_flw_g_d07,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d07,,,number,,,,,,,,,,
ncan_flwthc_perc_d07,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d07,,,number,,,,,,,,,,
ncan_flwcbd_perc_d07,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d07,,,number,,,,,,,,,,
scan_edithc_mg_d07,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d07,,,number,,,,,,,,,,
scan_edicbd_mg_d07,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d07,,,number,,,,,,,,,,
ncan_edithc_mg_d07,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d07,,,number,,,,,,,,,,
ncan_edicbd_mg_d07,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d07,,,number,,,,,,,,,,
ncan_dab_hits_d07,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d07,,,number,,,,,,,,,,
ncan_dabthc_perc_d07,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d07,,,number,,,,,,,,,,
ncan_dabcbd_perc_d07,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d07,,,number,,,,,,,,,,
ncan_patch_noyes_d07,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d07,,,number,,,,,,,,,,
ncan_other_names_d07,cannabis,,text,Names of other cannabis used - d07,,,,,,,,,,,,,
scan_flw_g_d08,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d008,,,number,,,,,,,,,,
ncan_flw_g_d08,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d08,,,number,,,,,,,,,,
ncan_flwthc_perc_d08,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d08,,,number,,,,,,,,,,
ncan_flwcbd_perc_d08,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d08,,,number,,,,,,,,,,
scan_edithc_mg_d08,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d08,,,number,,,,,,,,,,
scan_edicbd_mg_d08,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d08,,,number,,,,,,,,,,
ncan_edithc_mg_d08,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d08,,,number,,,,,,,,,,
ncan_edicbd_mg_d08,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d08,,,number,,,,,,,,,,
ncan_dab_hits_d08,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d08,,,number,,,,,,,,,,
ncan_dabthc_perc_d08,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d08,,,number,,,,,,,,,,
ncan_dabcbd_perc_d08,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d08,,,number,,,,,,,,,,
ncan_patch_noyes_d08,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d08,,,number,,,,,,,,,,
ncan_other_names_d08,cannabis,,text,Names of other cannabis used - d08,,,,,,,,,,,,,
scan_flw_g_d09,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d009,,,number,,,,,,,,,,
ncan_flw_g_d09,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d09,,,number,,,,,,,,,,
ncan_flwthc_perc_d09,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d09,,,number,,,,,,,,,,
ncan_flwcbd_perc_d09,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d09,,,number,,,,,,,,,,
scan_edithc_mg_d09,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d09,,,number,,,,,,,,,,
scan_edicbd_mg_d09,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d09,,,number,,,,,,,,,,
ncan_edithc_mg_d09,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d09,,,number,,,,,,,,,,
ncan_edicbd_mg_d09,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d09,,,number,,,,,,,,,,
ncan_dab_hits_d09,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d09,,,number,,,,,,,,,,
ncan_dabthc_perc_d09,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d09,,,number,,,,,,,,,,
ncan_dabcbd_perc_d09,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d09,,,number,,,,,,,,,,
ncan_patch_noyes_d09,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d09,,,number,,,,,,,,,,
ncan_other_names_d09,cannabis,,text,Names of other cannabis used - d09,,,,,,,,,,,,,
scan_flw_g_d10,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d010,,,number,,,,,,,,,,
ncan_flw_g_d10,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d10,,,number,,,,,,,,,,
ncan_flwthc_perc_d10,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d10,,,number,,,,,,,,,,
ncan_flwcbd_perc_d10,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d10,,,number,,,,,,,,,,
scan_edithc_mg_d10,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d10,,,number,,,,,,,,,,
scan_edicbd_mg_d10,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d10,,,number,,,,,,,,,,
ncan_edithc_mg_d10,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d10,,,number,,,,,,,,,,
ncan_edicbd_mg_d10,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d10,,,number,,,,,,,,,,
ncan_dab_hits_d10,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d10,,,number,,,,,,,,,,
ncan_dabthc_perc_d10,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d10,,,number,,,,,,,,,,
ncan_dabcbd_perc_d10,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d10,,,number,,,,,,,,,,
ncan_patch_noyes_d10,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d10,,,number,,,,,,,,,,
ncan_other_names_d10,cannabis,,text,Names of other cannabis used - d10,,,,,,,,,,,,,
scan_flw_g_d11,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d011,,,number,,,,,,,,,,
ncan_flw_g_d11,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d11,,,number,,,,,,,,,,
ncan_flwthc_perc_d11,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d11,,,number,,,,,,,,,,
ncan_flwcbd_perc_d11,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d11,,,number,,,,,,,,,,
scan_edithc_mg_d11,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d11,,,number,,,,,,,,,,
scan_edicbd_mg_d11,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d11,,,number,,,,,,,,,,
ncan_edithc_mg_d11,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d11,,,number,,,,,,,,,,
ncan_edicbd_mg_d11,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d11,,,number,,,,,,,,,,
ncan_dab_hits_d11,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d11,,,number,,,,,,,,,,
ncan_dabthc_perc_d11,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d11,,,number,,,,,,,,,,
ncan_dabcbd_perc_d11,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d11,,,number,,,,,,,,,,
ncan_patch_noyes_d11,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d11,,,number,,,,,,,,,,
ncan_other_names_d11,cannabis,,text,Names of other cannabis used - d11,,,,,,,,,,,,,
scan_flw_g_d12,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d012,,,number,,,,,,,,,,
ncan_flw_g_d12,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d12,,,number,,,,,,,,,,
ncan_flwthc_perc_d12,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d12,,,number,,,,,,,,,,
ncan_flwcbd_perc_d12,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d12,,,number,,,,,,,,,,
scan_edithc_mg_d12,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d12,,,number,,,,,,,,,,
scan_edicbd_mg_d12,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d12,,,number,,,,,,,,,,
ncan_edithc_mg_d12,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d12,,,number,,,,,,,,,,
ncan_edicbd_mg_d12,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d12,,,number,,,,,,,,,,
ncan_dab_hits_d12,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d12,,,number,,,,,,,,,,
ncan_dabthc_perc_d12,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d12,,,number,,,,,,,,,,
ncan_dabcbd_perc_d12,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d12,,,number,,,,,,,,,,
ncan_patch_noyes_d12,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d12,,,number,,,,,,,,,,
ncan_other_names_d12,cannabis,,text,Names of other cannabis used - d12,,,,,,,,,,,,,
scan_flw_g_d13,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d013,,,number,,,,,,,,,,
ncan_flw_g_d13,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d13,,,number,,,,,,,,,,
ncan_flwthc_perc_d13,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d13,,,number,,,,,,,,,,
ncan_flwcbd_perc_d13,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d13,,,number,,,,,,,,,,
scan_edithc_mg_d13,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d13,,,number,,,,,,,,,,
scan_edicbd_mg_d13,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d13,,,number,,,,,,,,,,
ncan_edithc_mg_d13,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d13,,,number,,,,,,,,,,
ncan_edicbd_mg_d13,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d13,,,number,,,,,,,,,,
ncan_dab_hits_d13,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d13,,,number,,,,,,,,,,
ncan_dabthc_perc_d13,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d13,,,number,,,,,,,,,,
ncan_dabcbd_perc_d13,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d13,,,number,,,,,,,,,,
ncan_patch_noyes_d13,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d13,,,number,,,,,,,,,,
ncan_other_names_d13,cannabis,,text,Names of other cannabis used - d13,,,,,,,,,,,,,
scan_flw_g_d14,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d014,,,number,,,,,,,,,,
ncan_flw_g_d14,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d14,,,number,,,,,,,,,,
ncan_flwthc_perc_d14,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d14,,,number,,,,,,,,,,
ncan_flwcbd_perc_d14,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d14,,,number,,,,,,,,,,
scan_edithc_mg_d14,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d14,,,number,,,,,,,,,,
scan_edicbd_mg_d14,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d14,,,number,,,,,,,,,,
ncan_edithc_mg_d14,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d14,,,number,,,,,,,,,,
ncan_edicbd_mg_d14,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d14,,,number,,,,,,,,,,
ncan_dab_hits_d14,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d14,,,number,,,,,,,,,,
ncan_dabthc_perc_d14,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d14,,,number,,,,,,,,,,
ncan_dabcbd_perc_d14,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d14,,,number,,,,,,,,,,
ncan_patch_noyes_d14,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d14,,,number,,,,,,,,,,
ncan_other_names_d14,cannabis,,text,Names of other cannabis used - d14,,,,,,,,,,,,,
scan_flw_g_d15,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d015,,,number,,,,,,,,,,
ncan_flw_g_d15,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d15,,,number,,,,,,,,,,
ncan_flwthc_perc_d15,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d15,,,number,,,,,,,,,,
ncan_flwcbd_perc_d15,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d15,,,number,,,,,,,,,,
scan_edithc_mg_d15,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d15,,,number,,,,,,,,,,
scan_edicbd_mg_d15,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d15,,,number,,,,,,,,,,
ncan_edithc_mg_d15,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d15,,,number,,,,,,,,,,
ncan_edicbd_mg_d15,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d15,,,number,,,,,,,,,,
ncan_dab_hits_d15,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d15,,,number,,,,,,,,,,
ncan_dabthc_perc_d15,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d15,,,number,,,,,,,,,,
ncan_dabcbd_perc_d15,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d15,,,number,,,,,,,,,,
ncan_patch_noyes_d15,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d15,,,number,,,,,,,,,,
ncan_other_names_d15,cannabis,,text,Names of other cannabis used - d15,,,,,,,,,,,,,
scan_flw_g_d16,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d016,,,number,,,,,,,,,,
ncan_flw_g_d16,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d16,,,number,,,,,,,,,,
ncan_flwthc_perc_d16,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d16,,,number,,,,,,,,,,
ncan_flwcbd_perc_d16,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d16,,,number,,,,,,,,,,
scan_edithc_mg_d16,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d16,,,number,,,,,,,,,,
scan_edicbd_mg_d16,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d16,,,number,,,,,,,,,,
ncan_edithc_mg_d16,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d16,,,number,,,,,,,,,,
ncan_edicbd_mg_d16,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d16,,,number,,,,,,,,,,
ncan_dab_hits_d16,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d16,,,number,,,,,,,,,,
ncan_dabthc_perc_d16,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d16,,,number,,,,,,,,,,
ncan_dabcbd_perc_d16,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d16,,,number,,,,,,,,,,
ncan_patch_noyes_d16,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d16,,,number,,,,,,,,,,
ncan_other_names_d16,cannabis,,text,Names of other cannabis used - d16,,,,,,,,,,,,,
scan_flw_g_d17,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d017,,,number,,,,,,,,,,
ncan_flw_g_d17,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d17,,,number,,,,,,,,,,
ncan_flwthc_perc_d17,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d17,,,number,,,,,,,,,,
ncan_flwcbd_perc_d17,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d17,,,number,,,,,,,,,,
scan_edithc_mg_d17,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d17,,,number,,,,,,,,,,
scan_edicbd_mg_d17,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d17,,,number,,,,,,,,,,
ncan_edithc_mg_d17,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d17,,,number,,,,,,,,,,
ncan_edicbd_mg_d17,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d17,,,number,,,,,,,,,,
ncan_dab_hits_d17,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d17,,,number,,,,,,,,,,
ncan_dabthc_perc_d17,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d17,,,number,,,,,,,,,,
ncan_dabcbd_perc_d17,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d17,,,number,,,,,,,,,,
ncan_patch_noyes_d17,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d17,,,number,,,,,,,,,,
ncan_other_names_d17,cannabis,,text,Names of other cannabis used - d17,,,,,,,,,,,,,
scan_flw_g_d18,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d018,,,number,,,,,,,,,,
ncan_flw_g_d18,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d18,,,number,,,,,,,,,,
ncan_flwthc_perc_d18,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d18,,,number,,,,,,,,,,
ncan_flwcbd_perc_d18,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d18,,,number,,,,,,,,,,
scan_edithc_mg_d18,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d18,,,number,,,,,,,,,,
